Date,Close,High,Low,Open,Volume,RSI,EMA,Ticker
2024-11-20,342.0299987792969,346.6000061035156,334.29998779296875,345.0,66340700,70.60881386483092,299.0533930444837,TSLA
2024-11-21,339.6400146484375,347.989990234375,335.2799987792969,343.80999755859375,58011700,69.36353347730355,302.9187855781936,TSLA
2024-11-22,352.55999755859375,361.5299987792969,337.70001220703125,341.0899963378906,89140700,72.21620283607929,307.6465200525174,TSLA
2024-11-25,338.5899963378906,361.92999267578125,338.20001220703125,360.1400146484375,95890900,65.15205073721862,310.5935177939815,TSLA
2024-11-26,338.2300109863281,346.9599914550781,335.6600036621094,341.0,62295900,64.97567078032763,313.2255647646812,TSLA
2024-11-27,332.8900146484375,342.54998779296875,326.5899963378906,341.79998779296875,57896400,62.28211895959981,315.0983695155151,TSLA
2024-11-29,345.1600036621094,345.45001220703125,334.6499938964844,336.0799865722656,37167600,65.79125059072899,317.96138229138126,TSLA
2024-12-02,357.0899963378906,360.0,351.1499938964844,352.3800048828125,77986500,68.82792845566712,321.68791696247735,TSLA
2024-12-03,351.4200134277344,355.69000244140625,348.20001220703125,351.79998779296875,58267200,65.83665880450852,324.5195451972637,TSLA
2024-12-04,357.92999267578125,358.1000061035156,348.6000061035156,353.0,50810900,67.57887285971674,327.70149257617015,TSLA
2024-12-05,369.489990234375,375.42999267578125,359.5,359.8699951171875,81403600,70.45971026219777,331.6813494959992,TSLA
2024-12-06,389.2200012207031,389.489990234375,370.79998779296875,377.4200134277344,81455800,74.60695519096319,337.16122108882814,TSLA
2024-12-09,389.7900085449219,404.79998779296875,378.010009765625,397.6099853515625,96359200,74.71738965755644,342.1734865608371,TSLA
2024-12-10,400.989990234375,409.7300109863281,390.8500061035156,392.67999267578125,97563600,76.84798158832322,347.77505833926926,TSLA
2024-12-11,424.7699890136719,424.8800048828125,402.3800048828125,409.70001220703125,104287600,80.58839070436817,355.1079088796886,TSLA
2024-12-12,418.1000061035156,429.29998779296875,415.0,424.8399963378906,87752200,76.83859802866637,361.1071562343388,TSLA
2024-12-13,436.2300109863281,436.29998779296875,415.7099914550781,420.0,89000200,79.61511831840602,368.26171382976634,TSLA
2024-12-16,463.0199890136719,463.19000244140625,436.1499938964844,441.0899963378906,114083800,82.88082995082782,377.2863114663288,TSLA
2024-12-17,479.8599853515625,483.989990234375,457.510009765625,475.8999938964844,131223000,84.55573851364205,387.055232788732,TSLA
2024-12-18,440.1300048828125,488.5400085449219,427.010009765625,466.5,149340800,67.7214213937446,392.1099729881682,TSLA
2024-12-19,436.1700134277344,456.3599853515625,420.0199890136719,451.8800048828125,118566100,66.30446727587406,396.3061673157459,TSLA
2024-12-20,421.05999755859375,447.0799865722656,417.6400146484375,425.510009765625,132216200,61.05509927487482,398.6636749579219,TSLA
2024-12-23,430.6000061035156,434.510009765625,415.4100036621094,431.0,72698100,63.044454649684894,401.7052303051213,TSLA
2024-12-24,462.2799987792969,462.7799987792969,435.1400146484375,435.8999938964844,59551800,68.75261807323714,407.4742558740904,TSLA
2024-12-26,454.1300048828125,465.3299865722656,451.0199890136719,465.1600036621094,76366400,65.93121735936231,411.91766054158774,TSLA
2024-12-27,431.6600036621094,450.0,426.5,449.5199890136719,82666800,58.77036947531637,413.79788369592313,TSLA
2024-12-30,417.4100036621094,427.0,415.75,419.3999938964844,64941000,54.711992925834785,414.1418951212742,TSLA
2024-12-31,403.8399963378906,427.92999267578125,402.5400085449219,423.7900085449219,76825100,51.093642031511635,413.1607619038091,TSLA
2025-01-02,379.2799987792969,392.7300109863281,373.0400085449219,390.1000061035156,109710700,45.25957352858067,409.9340225586174,TSLA
2025-01-03,410.44000244140625,411.8800048828125,379.45001220703125,381.4800109863281,95423300,52.64718915241508,409.982211118883,TSLA
2025-01-06,411.04998779296875,426.42999267578125,401.70001220703125,423.20001220703125,85516500,52.78153201432206,410.0839041354626,TSLA
2025-01-07,394.3599853515625,414.3299865722656,390.0,405.8299865722656,75699500,48.709560588955355,408.58638806080546,TSLA
2025-01-08,394.94000244140625,402.5,387.3999938964844,392.95001220703125,73038800,48.85722508633993,407.28673228752933,TSLA
2025-01-10,394.739990234375,399.2799987792969,377.2900085449219,391.3999938964844,62287300,48.805045001028894,406.09180447294324,TSLA
2025-01-13,403.30999755859375,403.7900085449219,380.07000732421875,383.2099914550781,67580500,51.20952098747318,405.8268704811004,TSLA
2025-01-14,396.3599853515625,422.6400146484375,394.5400085449219,414.3399963378906,84565000,49.19173778974015,404.92526237352536,TSLA
2025-01-15,428.2200012207031,429.79998779296875,405.6600036621094,409.8999938964844,81375500,57.4656146486791,407.1438089303994,TSLA
2025-01-16,413.82000732421875,424.0,409.1300048828125,423.489990234375,68335200,53.24519048768754,407.7796373488584,TSLA
2025-01-17,426.5,439.739990234375,419.75,421.5,94991400,56.289410823658855,409.56252902991946,TSLA
2025-01-21,424.07000732421875,433.20001220703125,406.30999755859375,432.6400146484375,87320900,55.54304775302268,410.94419362937657,TSLA
2025-01-22,415.1099853515625,428.0,414.5899963378906,416.80999755859375,60963300,52.764887766216106,411.3409356981562,TSLA
2025-01-23,412.3800048828125,420.7300109863281,408.95001220703125,416.05999755859375,50690600,51.91289107186188,411.4398946681235,TSLA
2025-01-24,406.5799865722656,418.8800048828125,405.7799987792969,414.45001220703125,56427100,50.06333633876336,410.9770462780418,TSLA
2025-01-27,397.1499938964844,406.69000244140625,389.0,394.79998779296875,58125500,47.12367183033867,409.6601841464649,TSLA
2025-01-28,398.0899963378906,400.5899963378906,386.5,396.9100036621094,48910700,47.45488881964253,408.55826149802925,TSLA
2025-01-29,389.1000061035156,398.5899963378906,384.4800109863281,395.2099914550781,68033600,44.57884779292724,406.7050943175994,TSLA
2025-01-30,400.2799987792969,412.5,384.4100036621094,410.7799987792969,98092900,48.7395223561422,406.0931804568087,TSLA
2025-01-31,404.6000061035156,419.989990234375,401.3399963378906,401.5299987792969,83568200,50.292404860996655,405.9509733755427,TSLA
2025-02-03,383.67999267578125,389.1700134277344,374.3599853515625,386.67999267578125,93732100,43.430933269957414,403.829927594613,TSLA
2025-02-04,392.2099914550781,394.0,381.3999938964844,382.6300048828125,57072200,46.62833573455629,402.72326700989544,TSLA
2025-02-05,378.1700134277344,388.3900146484375,375.5299987792969,387.510009765625,57223300,42.38211061975039,400.38486190683244,TSLA
2025-02-06,374.32000732421875,375.3999938964844,363.17999267578125,373.0299987792969,77918200,41.272194062540734,397.90249480372637,TSLA
2025-02-07,361.6199951171875,380.54998779296875,360.3399963378906,370.19000244140625,70298300,37.75934414543935,394.4470186431036,TSLA
2025-02-10,350.7300109863281,362.70001220703125,350.510009765625,356.2099914550781,77514900,35.00781078127176,390.28349410436306,TSLA
2025-02-11,328.5,349.3699951171875,325.1000061035156,345.79998779296875,118543400,30.17408926796972,384.3993518087094,TSLA
2025-02-12,336.510009765625,346.3999938964844,329.1199951171875,329.94000244140625,105382700,33.72503652259445,379.83846209032043,TSLA
2025-02-13,355.94000244140625,358.69000244140625,342.8500061035156,345.0,89441500,41.496988518346406,377.56241831423335,TSLA
2025-02-14,355.8399963378906,362.0,347.5,360.6199951171875,68277300,41.470032636602056,375.4936162212483,TSLA
2025-02-18,354.1099853515625,359.1000061035156,350.0199890136719,355.010009765625,51631700,40.974178145439716,373.45707994794486,TSLA
2025-02-19,360.55999755859375,367.3399963378906,353.6700134277344,354.0,67094400,43.67809639996567,372.2287863870543,TSLA
2025-02-20,354.3999938964844,362.29998779296875,348.0,361.510009765625,45965400,41.71280900323704,370.53080614985714,TSLA
2025-02-21,337.79998779296875,354.9800109863281,334.4200134277344,353.44000244140625,74058600,36.89507591467861,367.413585353963,TSLA
2025-02-24,330.5299987792969,342.3999938964844,324.70001220703125,338.1400146484375,76052300,34.989104776923824,363.9008628230425,TSLA
2025-02-25,302.79998779296875,328.8900146484375,297.25,327.0199890136719,134228800,28.864094523475032,358.0817318677973,TSLA
2025-02-26,290.79998779296875,309.0,288.0400085449219,303.7099914550781,100118300,26.686942771674396,351.67394671781364,TSLA
2025-02-27,281.95001220703125,297.2300109863281,280.8800048828125,291.1600036621094,101748200,25.178574423718416,345.033572002501,TSLA
2025-02-28,292.9800109863281,293.8800048828125,273.6000061035156,279.5,115697000,30.454466514522935,340.0760900009607,TSLA
2025-03-03,284.6499938964844,303.94000244140625,277.29998779296875,300.3399963378906,115551400,28.80266553851284,334.7974141814867,TSLA
2025-03-04,272.0400085449219,284.3500061035156,261.8399963378906,270.92999267578125,126706600,26.462775306097114,328.8205184065758,TSLA
2025-03-05,279.1000061035156,279.54998779296875,267.7099914550781,272.9200134277344,94042900,29.89658807223698,324.08523152057006,TSLA
2025-03-06,263.45001220703125,272.6499938964844,260.0199890136719,272.05999755859375,98451600,26.89820585580638,318.31044872880443,TSLA
2025-03-07,262.6700134277344,266.25,250.72999572753906,259.32000732421875,102369600,26.754186273784086,313.01135965251206,TSLA
2025-03-10,222.14999389648438,253.3699951171875,220.0,252.5399932861328,189076900,20.587386394617454,304.3578962471761,TSLA
2025-03-11,230.5800018310547,237.05999755859375,217.02000427246094,225.30999755859375,174896400,24.487096286462076,297.3314301123074,TSLA
2025-03-12,248.08999633789062,251.83999633789062,241.10000610351562,247.22000122070312,142215700,31.960937103383415,292.64176975283914,TSLA
2025-03-13,240.67999267578125,248.2899932861328,232.60000610351562,248.1300048828125,114813500,30.58151018296087,287.6930290788336,TSLA
2025-03-14,249.97999572753906,251.5800018310547,240.72999572753906,247.30999755859375,100242300,34.407823977817785,284.10131161680556,TSLA
2025-03-17,238.00999450683594,245.39999389648438,232.8000030517578,245.05999755859375,111900600,31.965607424530532,279.71166236823706,TSLA
2025-03-18,225.30999755859375,230.10000610351562,222.27999877929688,228.16000366210938,111477600,29.567668341493203,274.5305514339853,TSLA
2025-03-19,235.86000061035156,241.41000366210938,229.1999969482422,231.61000061035156,111993800,33.997136788453815,270.84764183173445,TSLA
2025-03-20,236.25999450683594,238.0,230.0500030517578,233.35000610351562,99028300,34.16618633995968,267.5535801817441,TSLA
2025-03-21,248.7100067138672,249.52000427246094,234.5500030517578,234.99000549316406,132728700,39.37130421922205,265.7589541371844,TSLA
2025-03-24,278.3900146484375,278.6400146484375,256.3299865722656,258.0799865722656,169079900,49.60138525443484,266.96191228111326,TSLA
2025-03-25,288.1400146484375,288.20001220703125,271.2799987792969,283.6000061035156,150361500,52.440379515775895,268.97887441133463,TSLA
2025-03-26,272.05999755859375,284.8999938964844,266.510009765625,282.6600036621094,153629800,47.67095139329674,269.2723147110736,TSLA
2025-03-27,273.1300048828125,291.8500061035156,271.82000732421875,272.4800109863281,162572100,48.00980092542442,269.63971377504873,TSLA
2025-03-28,263.54998779296875,276.1000061035156,260.57000732421875,275.5799865722656,123809400,45.188458529107436,269.0597398719935,TSLA
2025-03-31,259.1600036621094,260.55999755859375,243.36000061035156,249.30999755859375,134008900,43.91489934669837,268.11690785200454,TSLA
2025-04-01,268.4599914550781,277.45001220703125,259.25,263.79998779296875,146486900,47.30318548688403,268.1495824808687,TSLA
2025-04-02,282.760009765625,284.989990234375,251.27000427246094,254.60000610351562,212787800,52.09552480962989,269.54105174608355,TSLA
2025-04-03,267.2799987792969,276.29998779296875,261.510009765625,265.2900085449219,136174300,47.101847301496186,269.3257133682944,TSLA
2025-04-04,239.42999267578125,261.0,236.0,255.3800048828125,181229400,39.72425646741284,266.47850187376935,TSLA
2025-04-07,233.2899932861328,252.0,214.25,223.77999877929688,183453800,38.29995283800652,263.31769153208967,TSLA
2025-04-08,221.86000061035156,250.44000244140625,217.8000030517578,245.0,171603500,35.73156199416566,259.36934001573366,TSLA
2025-04-09,272.20001220703125,274.69000244140625,223.8800048828125,224.69000244140625,219433400,51.24028596314851,260.59130879585723,TSLA
2025-04-10,252.39999389648438,262.489990234375,239.3300018310547,260.0,181722600,46.48846080328675,259.81118356734555,TSLA
2025-04-11,252.30999755859375,257.739990234375,241.36000061035156,251.83999633789062,128948100,46.46736767918269,259.0967848998454,TSLA
2025-04-14,252.35000610351562,261.79998779296875,245.92999267578125,258.3599853515625,100135200,46.47899374060909,258.45423453829017,TSLA
2025-04-15,254.11000061035156,258.75,247.5399932861328,249.91000366210938,79594300,47.02404338518832,258.0404979737246,TSLA
2025-04-16,241.5500030517578,251.97000122070312,233.88999938964844,247.61000061035156,112378700,43.610788972388555,256.469974647823,TSLA
2025-04-17,241.3699951171875,244.33999633789062,237.67999267578125,243.47000122070312,83404800,43.561986351854834,255.03188135919103,TSLA
