Date,Close,High,Low,Open,Volume,RSI,EMA,Ticker
2024-12-13,189.6016387939453,192.50827955283287,189.42183794011777,190.7902570178538,25143500,66.62426752947312,178.04599874171151,GOOGL
2024-12-16,196.43377685546875,198.77108139081074,192.39841571324646,192.648128127054,44934900,71.5076038536135,179.7972157049265,GOOGL
2024-12-17,195.1951904296875,201.18828813489583,194.7556941593745,197.02308705872431,43504000,69.52168950497716,181.26368948823708,GOOGL
2024-12-18,188.18325805664062,196.77337069091053,187.52402890568504,194.99541962680925,34166100,59.454879390953344,181.92269601856123,GOOGL
2024-12-19,188.2931365966797,192.8079411518366,188.16329650997008,191.40955777871685,32265200,59.55371422784539,182.5294046450487,GOOGL
2024-12-20,191.18980407714844,192.66809720587494,185.00692266360085,185.56627599656574,63462900,62.17165175452724,183.35420459096295,GOOGL
2024-12-23,194.40611267089844,194.87557322669755,189.93125525567427,192.3984151157297,25675000,64.88912940776278,184.4067672652425,GOOGL
2024-12-24,195.8843994140625,195.8843994140625,193.55707797257898,194.61585613024195,10403300,66.09472467082344,185.49987508893963,GOOGL
2024-12-26,195.375,196.52367101490134,194.1564021929594,194.92550545907343,12046600,65.26312890725416,186.4403631757073,GOOGL
2024-12-27,192.5382537841797,195.09532170060632,190.43068040496257,194.72573696465102,18891400,60.68416149876137,187.02111466222848,GOOGL
2024-12-30,191.02000427246094,192.32849481864238,188.90243274221342,189.58165840021294,14264700,58.32550071559864,187.40196129177443,GOOGL
2024-12-31,189.08224487304688,191.73918864322025,188.29314510160168,190.8601960597075,17466900,55.367576579428544,187.56198829951467,GOOGL
2025-01-02,189.2120819091797,191.7791328258186,187.2843094002135,190.43067970164262,20370800,55.53030974924652,187.71914007186373,GOOGL
2025-01-03,191.56936645507812,192.9877463613902,189.76145103861666,191.14985143368122,18596200,58.489555920164086,188.08582829883653,GOOGL
2025-01-06,196.64352416992188,197.99197728329852,193.6270092243641,193.75684931380115,29563600,64.03718377168516,188.90084695322562,GOOGL
2025-01-07,195.26512145996094,200.7687774852745,194.37614589069548,196.8832529983184,26487200,61.62770675768801,189.50696833481948,GOOGL
2025-01-08,193.7268829345703,196.06418741382137,192.1586969389352,192.3484808074723,24864800,58.96151461767799,189.9088649633672,GOOGL
2025-01-10,191.81907653808594,196.29393386115163,190.09107094303815,194.07648645979594,26665200,55.74057782311923,190.09078987524518,GOOGL
2025-01-13,190.79026794433594,190.96007055747594,187.14447278422705,189.8513620671916,21823700,54.026596264623784,190.1574068342062,GOOGL
2025-01-14,189.4418182373047,191.75914137705388,188.0933651847724,191.02000242961614,17174900,51.779223740004014,190.0892555392632,GOOGL
2025-01-15,195.32504272460938,196.1341084636535,191.6392852545324,192.8678659974796,21776000,59.66303210905021,190.5879019378676,GOOGL
2025-01-16,192.68807983398438,195.2551153784116,192.58818877757312,193.91666057341888,17815400,55.2989582396391,190.78791888035494,GOOGL
2025-01-17,195.77452087402344,197.00310160992169,193.52710928235737,196.3039099407615,27735100,59.072432216399335,191.26283335594243,GOOGL
2025-01-21,197.82217407226562,202.05728678766425,197.6423732117847,198.84100497169504,29971300,61.40046397949644,191.88753247178275,GOOGL
2025-01-22,198.1417999267578,200.24937329507208,197.30276987978317,198.83100862292844,26200600,61.76605227942262,192.48317699130416,GOOGL
2025-01-23,197.7522430419922,200.06958147081755,194.97544232412307,197.91206263871854,26951400,61.00763527611828,192.98499280565542,GOOGL
2025-01-24,199.9796905517578,200.66888399183227,197.77222616967978,197.87211722888603,23877500,63.74860487777849,193.6511544957604,GOOGL
2025-01-27,191.58934020996094,196.65351502081776,190.5105808080997,192.18865606918456,41728900,49.60380172551791,193.45479123044618,GOOGL
2025-01-28,195.07533264160156,195.2551182563093,190.4606370613745,192.52826307792662,24157900,54.15522376712942,193.60912850769907,GOOGL
2025-01-29,195.18521118164062,196.5636133163606,193.20747792712066,195.33503253066368,18218300,54.295337583293616,193.759231619503,GOOGL
2025-01-30,200.638916015625,201.16830508891937,197.44260031613962,197.7722225159478,24354700,60.71333706428803,194.41443965722888,GOOGL
2025-01-31,203.78530883789062,205.24362078448016,201.56786140671954,201.76762828746982,32042000,63.86589095780916,195.30690338872046,GOOGL
2025-02-03,200.99850463867188,203.5156099470352,199.8698149328218,200.45913255035472,27838300,59.325075274405535,195.8489606506206,GOOGL
2025-02-04,206.14259338378906,206.81182081300247,202.57669285659674,203.15602747619252,43856400,64.36199431967776,196.82930662520806,GOOGL
2025-02-05,191.1099090576172,192.52827375908595,187.81370210065404,190.85021363044225,70373900,46.312973461152396,196.28460209496131,GOOGL
2025-02-06,191.3795928955078,191.87901770448227,188.50290111861952,189.28200260132084,29297400,46.60227449014733,195.81745836168002,GOOGL
2025-02-07,185.1267852783203,190.9600634127379,183.02921021692137,190.83022332592188,49315000,41.07553845508895,194.7992990204077,GOOGL
2025-02-10,186.2554931640625,187.98349876976383,185.64619427540677,187.1344857224474,23105600,42.403390550730634,193.9856032245653,GOOGL
2025-02-11,185.10682678222656,186.72495835838524,184.06801459806726,184.81715184499055,21239500,41.38137837901381,193.14000546815208,GOOGL
2025-02-12,183.39878845214844,184.8970629566076,181.62083725948915,183.0092376906385,22072600,39.843570372117554,192.21227051424697,GOOGL
2025-02-13,185.92587280273438,186.06571114375504,182.9293238598035,184.10797436946572,21402500,43.20638909130773,191.61356597029337,GOOGL
2025-02-14,185.01690673828125,186.1855589387927,184.1079651875959,184.8471041355986,20448400,42.290636327064284,190.98531271010174,GOOGL
2025-02-18,183.55859375,185.74607679460826,181.5309302979739,185.386490331916,29916700,40.796663594359956,190.278006142473,GOOGL
2025-02-19,185.05686950683594,185.246653369277,183.3787942547783,183.8582530360721,19549400,43.02365592867339,189.78075503431708,GOOGL
2025-02-20,184.34768676757812,185.09682399614678,182.5098070913863,184.58741616756504,20441500,42.21422014754139,189.26331996129431,GOOGL
2025-02-21,179.4533233642578,185.12678179449694,178.87398876546825,184.93699793129608,35199200,37.03556700585448,188.32903457110035,GOOGL
2025-02-24,179.04379272460938,182.90933584096624,178.68420625509464,181.78064614487357,29854200,36.6306393654204,187.4447258238155,GOOGL
2025-02-25,175.21820068359375,178.53438877889693,174.48904471950055,177.8351818432405,41913400,33.000857033333446,186.28029485808008,GOOGL
2025-02-26,172.5312957763672,175.87744820035027,171.38262477536554,174.8686155406987,35431300,30.69988590480054,184.97086637410743,GOOGL
2025-02-27,168.30616760253906,174.3591940996765,167.746814231894,173.78985771928288,39991000,27.45780370470567,183.38375220538666,GOOGL
2025-02-28,170.0841064453125,170.41372863795183,166.5781498819881,168.48594100971005,48130600,30.770925483903923,182.1171192758558,GOOGL
2025-03-03,166.81787109375,173.17055534541237,165.73911166521458,171.7322094406985,40770500,28.220962580765786,180.66004802041715,GOOGL
2025-03-04,170.72337341308594,173.09064211021553,165.60926829005186,166.04876455679425,45388000,35.14199664951704,179.71369805781418,GOOGL
2025-03-05,172.8209686279297,173.58008886593674,168.86551735545183,170.32384453302183,30954900,38.56807244296597,179.05724763592042,GOOGL
2025-03-06,172.1517333984375,174.60889486138916,170.30385555544734,170.33381982392953,28302000,37.880542874564355,178.399579613303,GOOGL
2025-03-07,173.66000366210938,174.76872740179581,170.07413701655315,171.06298843219486,27385800,40.456751491227685,177.94819142747502,GOOGL
2025-03-10,165.8699951171875,168.4600067138672,163.69000244140625,168.25999450683594,43604000,32.87368002372344,176.79788701697146,GOOGL
2025-03-11,164.0399932861328,166.75,161.3699951171875,164.91000366210938,39587400,31.385414950683412,175.58284951879637,GOOGL
2025-03-12,167.11000061035156,167.63999938964844,163.52999877929688,166.5800018310547,28372400,36.57314881500317,174.77591152751592,GOOGL
2025-03-13,162.75999450683594,166.1300048828125,162.11000061035156,166.0399932861328,31756200,32.79012201613703,173.63153847792734,GOOGL
2025-03-14,165.49000549316406,166.49000549316406,162.4499969482422,163.27000427246094,31995900,37.181717547417044,172.85615438414035,GOOGL
2025-03-17,164.2899932861328,166.3000030517578,163.6699981689453,165.02999877929688,31184300,36.06615226050691,172.04032951766345,GOOGL
2025-03-18,160.6699981689453,164.25,156.72000122070312,163.67999267578125,42074800,32.86298540103674,170.95744081778554,GOOGL
2025-03-19,163.88999938964844,165.8699951171875,161.0,161.75999450683594,34275600,38.12696173611843,170.28435115796296,GOOGL
2025-03-20,162.8000030517578,164.88999938964844,160.9600067138672,161.57000732421875,28138500,37.06746772377362,169.57155610022915,GOOGL
2025-03-21,163.99000549316406,164.24000549316406,160.88999938964844,161.2100067138672,36625800,39.05853837671249,169.03997985193723,GOOGL
2025-03-24,167.67999267578125,168.32000732421875,165.13999938964844,167.07000732421875,30879100,44.88182275927544,168.9104572637319,GOOGL
2025-03-25,170.55999755859375,170.6300048828125,168.32000732421875,168.97999572753906,24174400,48.979632284352476,169.06755633943303,GOOGL
2025-03-26,165.05999755859375,169.61000061035156,164.83999633789062,169.0,28901600,42.48380490794634,168.6858840745912,GOOGL
2025-03-27,162.24000549316406,165.4199981689453,162.0,164.6300048828125,24508300,39.58499691245615,168.07199087636005,GOOGL
2025-03-28,154.3300018310547,161.82000732421875,153.6300048828125,160.49000549316406,48669300,32.82025183345692,166.76323001490238,GOOGL
2025-03-31,154.63999938964844,155.5399932861328,150.66000366210938,153.11000061035156,54603500,33.301317483633554,165.60863662202107,GOOGL
2025-04-01,157.07000732421875,158.10000610351562,153.6199951171875,153.6199951171875,30672900,37.10344713280239,164.79543383175417,GOOGL
2025-04-02,157.0399932861328,158.41000366210938,154.6999969482422,155.14999389648438,25041700,37.07533484635405,164.0568204464569,GOOGL
2025-04-03,150.72000122070312,152.77999877929688,150.38999938964844,151.11000061035156,46883400,31.63926442050372,162.7866471868613,GOOGL
2025-04-04,145.60000610351562,151.07000732421875,145.3800048828125,148.00999450683594,62259500,28.050988287636287,161.14982422654268,GOOGL
2025-04-07,146.75,152.85000610351562,140.52999877929688,141.5500030517578,76794100,29.972051063013822,159.77841239544338,GOOGL
2025-04-08,144.6999969482422,152.24000549316406,143.02999877929688,151.22000122070312,52200200,28.51065614834674,158.34237282904326,GOOGL
2025-04-09,158.7100067138672,159.5500030517578,143.91000366210938,144.4199981689453,70406200,47.39003669845564,158.37738557997886,GOOGL
2025-04-10,152.82000732421875,157.72000122070312,149.92999267578125,156.5399932861328,48022000,42.328932894470285,157.84811146038265,GOOGL
2025-04-11,157.13999938964844,157.6699981689453,152.82000732421875,152.89999389648438,33636200,46.815323709340824,157.78067221555085,GOOGL
2025-04-14,159.07000732421875,161.72000122070312,157.55999755859375,160.0,30333000,48.73411783020968,157.903466035424,GOOGL
2025-04-15,156.30999755859375,159.64999389648438,155.2100067138672,159.1300048828125,27551500,46.16888128818583,157.75170713286875,GOOGL
2025-04-16,153.3300018310547,155.88999938964844,151.50999450683594,153.10000610351562,28187400,43.50610767130406,157.33059234221977,GOOGL
2025-04-17,151.16000366210938,154.67999267578125,148.5,154.2899932861328,33046600,41.62353286616606,156.7429172298283,GOOGL
